year,event,week,alliance,slot,team,qual_rank,n_teams,rank_pct,won_event
2023,2023mxmo,Week 1,7,pick1,5959,17,40,42.5,0
2023,2023mxmo,Week 1,7,pick2,6106,26,40,65.0,0
2023,2023mxmo,Week 1,8,captain,8734,10,40,25.0,0
2023,2023mxmo,Week 1,8,pick1,3794,12,40,30.0,0
2023,2023mxmo,Week 1,8,pick2,7546,18,40,45.0,0
2023,2023utwv,Week 1,1,captain,4499,1,44,2.27,1
2023,2023utwv,Week 1,1,pick1,2240,2,44,4.55,1
2023,2023utwv,Week 1,1,pick2,9138,22,44,50.0,1
2023,2023utwv,Week 1,2,captain,4550,3,44,6.82,0
2023,2023utwv,Week 1,2,pick1,2122,4,44,9.09,0
2023,2023utwv,Week 1,2,pick2,5933,30,44,68.18,0
2023,2023utwv,Week 1,3,captain,5851,5,44,11.36,0
2023,2023utwv,Week 1,3,pick1,192,8,44,18.18,0
2023,2023utwv,Week 1,3,pick2,9037,32,44,72.73,0
2023,2023utwv,Week 1,4,captain,4068,6,44,13.64,0
2023,2023utwv,Week 1,4,pick1,3374,9,44,20.45,0
2023,2023utwv,Week 1,4,pick2,4175,17,44,38.64,0
2023,2023utwv,Week 1,5,captain,8,7,44,15.91,0
2023,2023utwv,Week 1,5,pick1,2996,14,44,31.82,0
2023,2023utwv,Week 1,5,pick2,4593,19,44,43.18,0
2023,2023utwv,Week 1,5,backup,3648,18,44,40.91,0
2023,2023utwv,Week 1,6,captain,4585,10,44,22.73,0
2023,2023utwv,Week 1,6,pick1,4944,20,44,45.45,0
2023,2023utwv,Week 1,6,pick2,6400,21,44,47.73,0
2023,2023utwv,Week 1,6,backup,4598,16,44,36.36,0
2023,2023utwv,Week 1,7,captain,1332,11,44,25.0,0
2023,2023utwv,Week 1,7,pick1,6411,12,44,27.27,0
2023,2023utwv,Week 1,7,pick2,6844,15,44,34.09,0
2023,2023utwv,Week 1,8,captain,701,13,44,29.55,0
2023,2023utwv,Week 1,8,pick1,3200,25,44,56.82,0
2023,2023utwv,Week 1,8,pick2,1569,23,44,52.27,0
2023,2023gaalb,Week 1,1,captain,6919,1,21,4.76,1
2023,2023gaalb,Week 1,1,pick1,1683,2,21,9.52,1
2023,2023gaalb,Week 1,1,pick2,5828,14,21,66.67,1
2023,2023gaalb,Week 1,2,captain,4509,3,21,14.29,0
2023,2023gaalb,Week 1,2,pick1,4188,6,21,28.57,0
2023,2023gaalb,Week 1,2,pick2,3329,16,21,76.19,0
2023,2023gaalb,Week 1,2,backup,9086,20,21,95.24,0
2023,2023gaalb,Week 1,3,captain,4112,4,21,19.05,0
2023,2023gaalb,Week 1,3,pick1,9260,5,21,23.81,0
2023,2023gaalb,Week 1,3,pick2,7470,17,21,80.95,0
2023,2023gaalb,Week 1,4,captain,4701,7,21,33.33,0
2023,2023gaalb,Week 1,4,pick1,3344,9,21,42.86,0
2023,2023gaalb,Week 1,4,pick2,4459,19,21,90.48,0
2023,2023gaalb,Week 1,5,captain,7538,8,21,38.1,0
2023,2023gaalb,Week 1,5,pick1,8100,10,21,47.62,0
2023,2023gaalb,Week 1,5,pick2,3635,15,21,71.43,0
2023,2023gaalb,Week 1,5,backup,8815,18,21,85.71,0
2023,2023gaalb,Week 1,6,captain,8137,11,21,52.38,0
2023,2023gaalb,Week 1,6,pick1,4240,13,21,61.9,0
2023,2023gaalb,Week 1,6,pick2,5848,12,21,57.14,0
2023,2023gaalb,Week 1,7,captain,9980,,21,,0
2023,2023gaalb,Week 1,7,pick1,9981,,21,,0
2023,2023gaalb,Week 1,7,pick2,9985,,21,,0
2023,2023gaalb,Week 1,8,captain,9982,,21,,0
2023,2023gaalb,Week 1,8,pick1,9983,,21,,0
2023,2023gaalb,Week 1,8,pick2,9984,,21,,0
2023,2023miesc,Week 1,1,captain,857,1,38,2.63,1
2023,2023miesc,Week 1,1,pick1,3175,2,38,5.26,1
2023,2023miesc,Week 1,1,pick2,8382,29,38,76.32,1
2023,2023miesc,Week 1,2,captain,5505,3,38,7.89,0
2023,2023miesc,Week 1,2,pick1,4391,6,38,15.79,0
2023,2023miesc,Week 1,2,pick2,7244,33,38,86.84,0
2023,2023miesc,Week 1,3,captain,6637,4,38,10.53,0
2023,2023miesc,Week 1,3,pick1,6569,5,38,13.16,0
2023,2023miesc,Week 1,3,pick2,7154,19,38,50.0,0
2023,2023miesc,Week 1,4,captain,7782,7,38,18.42,0
2023,2023miesc,Week 1,4,pick1,573,10,38,26.32,0
2023,2023miesc,Week 1,4,pick2,6079,21,38,55.26,0
2023,2023miesc,Week 1,5,captain,7250,8,38,21.05,0
2023,2023miesc,Week 1,5,pick1,5314,11,38,28.95,0
2023,2023miesc,Week 1,5,pick2,4988,18,38,47.37,0
2023,2023miesc,Week 1,6,captain,4392,9,38,23.68,0
2023,2023miesc,Week 1,6,pick1,7768,26,38,68.42,0
2023,2023miesc,Week 1,6,pick2,2586,17,38,44.74,0
2023,2023miesc,Week 1,7,captain,9249,12,38,31.58,0
2023,2023miesc,Week 1,7,pick1,4375,13,38,34.21,0
2023,2023miesc,Week 1,7,pick2,6112,23,38,60.53,0
2023,2023miesc,Week 1,8,captain,4835,14,38,36.84,0
2023,2023miesc,Week 1,8,pick1,5534,15,38,39.47,0
2023,2023miesc,Week 1,8,pick2,6077,16,38,42.11,0
2023,2023mifor,Week 1,1,captain,3357,1,40,2.5,1
2023,2023mifor,Week 1,1,pick1,6081,3,40,7.5,1
2023,2023mifor,Week 1,1,pick2,2771,19,40,47.5,1
2023,2023mifor,Week 1,2,captain,3767,2,40,5.0,0
2023,2023mifor,Week 1,2,pick1,85,6,40,15.0,0
2023,2023mifor,Week 1,2,pick2,7054,14,40,35.0,0
2023,2023mifor,Week 1,3,captain,1918,4,40,10.0,0
2023,2023mifor,Week 1,3,pick1,2054,9,40,22.5,0
2023,2023mifor,Week 1,3,pick2,8612,20,40,50.0,0
2023,2023mifor,Week 1,4,captain,3603,5,40,12.5,0
2023,2023mifor,Week 1,4,pick1,3688,17,40,42.5,0
2023,2023mifor,Week 1,4,pick2,1711,15,40,37.5,0
2023,2023mifor,Week 1,5,captain,4377,7,40,17.5,0
2023,2023mifor,Week 1,5,pick1,6753,13,40,32.5,0
2023,2023mifor,Week 1,5,pick2,7226,23,40,57.5,0
2023,2023mifor,Week 1,5,backup,7155,16,40,40.0,0
2023,2023mifor,Week 1,6,captain,7794,8,40,20.0,0
2023,2023mifor,Week 1,6,pick1,7202,10,40,25.0,0
2023,2023mifor,Week 1,6,pick2,4237,22,40,55.0,0
2023,2023mifor,Week 1,7,captain,3234,11,40,27.5,0
2023,2023mifor,Week 1,7,pick1,4967,18,40,45.0,0
2023,2023mifor,Week 1,7,pick2,5424,27,40,67.5,0
2023,2023mifor,Week 1,8,captain,7289,12,40,30.0,0
2023,2023mifor,Week 1,8,pick1,7160,25,40,62.5,0
2023,2023mifor,Week 1,8,pick2,5086,28,40,70.0,0
2023,2023mijac,Week 1,1,captain,302,1,38,2.63,1
2023,2023mijac,Week 1,1,pick1,4381,3,38,7.89,1
2023,2023mijac,Week 1,1,pick2,4453,35,38,92.11,1
2023,2023mijac,Week 1,1,backup,9210,16,38,42.11,1
2023,2023mijac,Week 1,2,captain,4422,2,38,5.26,0
2023,2023mijac,Week 1,2,pick1,1023,10,38,26.32,0
2023,2023mijac,Week 1,2,pick2,8423,31,38,81.58,0
2023,2023mijac,Week 1,3,captain,3656,4,38,10.53,0
2023,2023mijac,Week 1,3,pick1,2832,6,38,15.79,0
2023,2023mijac,Week 1,3,pick2,5090,18,38,47.37,0
2023,2023mijac,Week 1,4,captain,4216,5,38,13.16,0
2023,2023mijac,Week 1,4,pick1,6861,8,38,21.05,0
2023,2023mijac,Week 1,4,pick2,5084,34,38,89.47,0
2023,2023mijac,Week 1,5,captain,5066,7,38,18.42,0
2023,2023mijac,Week 1,5,pick1,2611,13,38,34.21,0
2023,2023mijac,Week 1,5,pick2,7221,36,38,94.74,0
2023,2023mijac,Week 1,5,backup,8297,15,38,39.47,0
2023,2023mijac,Week 1,6,captain,7197,9,38,23.68,0
2023,2023mijac,Week 1,6,pick1,5676,11,38,28.95,0
2023,2023mijac,Week 1,6,pick2,5144,27,38,71.05,0
2023,2023mijac,Week 1,7,captain,7166,12,38,31.58,0
2023,2023mijac,Week 1,7,pick1,2834,21,38,55.26,0
2023,2023mijac,Week 1,7,pick2,7660,24,38,63.16,0
2023,2023mijac,Week 1,8,captain,7501,14,38,36.84,0
2023,2023mijac,Week 1,8,pick1,9312,19,38,50.0,0
2023,2023mijac,Week 1,8,pick2,3322,17,38,44.74,0
2023,2023miket,Week 1,1,captain,1506,1,39,2.56,1
2023,2023miket,Week 1,1,pick1,5460,2,39,5.13,1
2023,2023miket,Week 1,1,pick2,8728,35,39,89.74,1
2023,2023miket,Week 1,2,captain,70,3,39,7.69,0
2023,2023miket,Week 1,2,pick1,3668,6,39,15.38,0
2023,2023miket,Week 1,2,pick2,5282,22,39,56.41,0
2023,2023miket,Week 1,3,captain,33,4,39,10.26,0
2023,2023miket,Week 1,3,pick1,5660,16,39,41.03,0
2023,2023miket,Week 1,3,pick2,894,37,39,94.87,0
2023,2023miket,Week 1,4,captain,4130,5,39,12.82,0
2023,2023miket,Week 1,4,pick1,245,7,39,17.95,0
2023,2023miket,Week 1,4,pick2,9207,17,39,43.59,0
2023,2023miket,Week 1,5,captain,7491,8,39,20.51,0
2023,2023miket,Week 1,5,pick1,5641,10,39,25.64,0
2023,2023miket,Week 1,5,pick2,1701,29,39,74.36,0
2023,2023miket,Week 1,6,captain,9242,9,39,23.08,0
2023,2023miket,Week 1,6,pick1,7790,30,39,76.92,0
2023,2023miket,Week 1,6,pick2,5436,13,39,33.33,0
2023,2023miket,Week 1,7,captain,6067,11,39,28.21,0
2023,2023miket,Week 1,7,pick1,5538,20,39,51.28,0
2023,2023miket,Week 1,7,pick2,4998,14,39,35.9,0
2023,2023miket,Week 1,7,backup,322,15,39,38.46,0
2023,2023miket,Week 1,8,captain,6610,12,39,30.77,0
2023,2023miket,Week 1,8,pick1,2145,19,39,48.72,0
2023,2023miket,Week 1,8,pick2,4994,21,39,53.85,0
2023,2023mimil,Week 1,1,captain,3538,1,38,2.63,1
2023,2023mimil,Week 1,1,pick1,67,2,38,5.26,1
2023,2023mimil,Week 1,1,pick2,9204,18,38,47.37,1
2023,2023mimil,Week 1,2,captain,4362,3,38,7.89,0
2023,2023mimil,Week 1,2,pick1,27,11,38,28.95,0
2023,2023mimil,Week 1,2,pick2,4680,38,38,100.0,0
2023,2023mimil,Week 1,3,captain,548,4,38,10.53,0
2023,2023mimil,Week 1,3,pick1,503,5,38,13.16,0
2023,2023mimil,Week 1,3,pick2,6618,28,38,73.68,0
2023,2023mimil,Week 1,4,captain,1025,6,38,15.79,0
2023,2023mimil,Week 1,4,pick1,308,10,38,26.32,0
2023,2023mimil,Week 1,4,pick2,7225,35,38,92.11,0
2023,2023mimil,Week 1,5,captain,6344,7,38,18.42,0
2023,2023mimil,Week 1,5,pick1,5561,12,38,31.58,0
2023,2023mimil,Week 1,5,pick2,5053,15,38,39.47,0
2023,2023mimil,Week 1,6,captain,7598,8,38,21.05,0
2023,2023mimil,Week 1,6,pick1,7553,17,38,44.74,0
2023,2023mimil,Week 1,6,pick2,7178,19,38,50.0,0
2023,2023mimil,Week 1,7,captain,5167,9,38,23.68,0
2023,2023mimil,Week 1,7,pick1,7056,14,38,36.84,0
2023,2023mimil,Week 1,7,pick2,66,26,38,68.42,0
2023,2023mimil,Week 1,8,captain,3414,13,38,34.21,0
2023,2023mimil,Week 1,8,pick1,3707,32,38,84.21,0
2023,2023mimil,Week 1,8,pick2,7224,22,38,57.89,0
2023,2023nhgrs,Week 1,1,captain,3467,1,39,2.56,1
2023,2023nhgrs,Week 1,1,pick1,5687,7,39,17.95,1
2023,2023nhgrs,Week 1,1,pick2,8023,31,39,79.49,1
2023,2023nhgrs,Week 1,2,captain,4041,2,39,5.13,0
2023,2023nhgrs,Week 1,2,pick1,95,4,39,10.26,0
2023,2023nhgrs,Week 1,2,pick2,501,22,39,56.41,0
2023,2023nhgrs,Week 1,3,captain,4564,3,39,7.69,0
2023,2023nhgrs,Week 1,3,pick1,131,19,39,48.72,0
2023,2023nhgrs,Week 1,3,pick2,6763,21,39,53.85,0
2023,2023nhgrs,Week 1,4,captain,6933,5,39,12.82,0
2023,2023nhgrs,Week 1,4,pick1,138,6,39,15.38,0
2023,2023nhgrs,Week 1,4,pick2,467,18,39,46.15,0
2023,2023nhgrs,Week 1,5,captain,1922,8,39,20.51,0
2023,2023nhgrs,Week 1,5,pick1,1058,12,39,30.77,0
2023,2023nhgrs,Week 1,5,pick2,1512,17,39,43.59,0
2023,2023nhgrs,Week 1,6,captain,8708,9,39,23.08,0
2023,2023nhgrs,Week 1,6,pick1,2876,14,39,35.9,0
2023,2023nhgrs,Week 1,6,pick2,7913,26,39,66.67,0
2023,2023nhgrs,Week 1,7,captain,238,10,39,25.64,0
2023,2023nhgrs,Week 1,7,pick1,8724,11,39,28.21,0
2023,2023nhgrs,Week 1,7,pick2,1073,20,39,51.28,0
2023,2023nhgrs,Week 1,8,captain,1247,13,39,33.33,0
2023,2023nhgrs,Week 1,8,pick1,1277,23,39,58.97,0
2023,2023nhgrs,Week 1,8,pick2,6161,15,39,38.46,0
2023,2023nhgrs,Week 1,8,backup,1307,16,39,41.03,0
2023,2023txwac,Week 1,1,captain,6377,1,41,2.44,0
2023,2023txwac,Week 1,1,pick1,6800,4,41,9.76,0
2023,2023txwac,Week 1,1,pick2,9054,18,41,43.9,0
2023,2023txwac,Week 1,2,captain,1477,2,41,4.88,0
2023,2023txwac,Week 1,2,pick1,2714,11,41,26.83,0
2023,2023txwac,Week 1,2,pick2,4717,40,41,97.56,0
2023,2023txwac,Week 1,3,captain,6672,3,41,7.32,0
2023,2023txwac,Week 1,3,pick1,3847,5,41,12.2,0
2023,2023txwac,Week 1,3,pick2,5503,16,41,39.02,0
2023,2023txwac,Week 1,4,captain,3035,6,41,14.63,0
2023,2023txwac,Week 1,4,pick1,9128,8,41,19.51,0
2023,2023txwac,Week 1,4,pick2,5866,41,41,100.0,0
2023,2023txwac,Week 1,5,captain,624,7,41,17.07,1
2023,2023txwac,Week 1,5,pick1,2881,12,41,29.27,1
2023,2023txwac,Week 1,5,pick2,8088,19,41,46.34,1
2023,2023txwac,Week 1,6,captain,8556,9,41,21.95,0
2023,2023txwac,Week 1,6,pick1,8408,33,41,80.49,0
2023,2023txwac,Week 1,6,pick2,3545,27,41,65.85,0
2023,2023txwac,Week 1,7,captain,4610,10,41,24.39,0
2023,2023txwac,Week 1,7,pick1,2158,26,41,63.41,0
2023,2023txwac,Week 1,7,pick2,7540,15,41,36.59,0
2023,2023txwac,Week 1,8,captain,3735,13,41,31.71,0
2023,2023txwac,Week 1,8,pick1,1164,21,41,51.22,0
2023,2023txwac,Week 1,8,pick2,2848,20,41,48.78,0
2023,2023orore,Week 1,1,captain,3711,1,34,2.94,0
2023,2023orore,Week 1,1,pick1,955,3,34,8.82,0
